tweet,tag 
انا ضد لانو مو كل الناس تحتاج اسقاط لي الولاية,neg
أنا إنسانة حرة ، لست ملك لأحد ، ولا أريد أن يستولي أحد على حياتي ، ويتخذ قراراتي المصيرية بدلاً عني. إن أصبت فلنفسي ، وإن أخطأت فعليها. أنا كاملة الأهلية ولست ناقصة عقل. #اسقاط_الولاية #سعوديات_نطلب_اسقاط_الولايه768 #سعوديات_نطالب_باسقاط_الولاية,pos
عشان اقول انا ضد اسقاط الولايه صرت فاسد طيب تعالي نحسبها لو سقطت الولايه وصار عندنا بنات مثل رهف من يكون فينا سبب الفساد,neg
كلام حقيقي انا ضد اسقاط الولاية بالمفهوم الحالي السبب ؟ ديني انا مع اعادة تنظيم الولاية بأنظمة جديدة #تدمير  , neg 
#المدرسه_السعوديه_للقياده حلم وتحقق وعقبال إلغاء الولاية عن قريب #سعوديات_نطالب_باسقاط_الولاية,pos
صمتك عن حقوقك وخضوعك للذكور ذل واهانه كيف ترضين؟؟ الولايه مو بالقران ولافي اي دليل عليها!!!!!معجبك سلطه الذكور,pos
يب اغلب الذكور ينكرون فكر بحياته يطلع القانون واحوال النساء علشان بمي جنسه ويثبت انه يعاني اكثر ويحصل اضواء او يكمل يضطهد نسائه تنحل الانظمه والقوانين والثقافه حركاته قديمه ايام بدايه مطالبه اسقاط الولايه,pos
#سعوديات_نطالب_باسقاط_الولايه ألتمس العذر للقلة ممن يطالبن بإسقاط الولاية فربما ابتلين بأشباه رجال ولكنهم قلة والأصل أن المجتمع في أغلبه يعرف أفراده مالهم وماعليهم ،لذا حاولن حل مشاكلكن ولاتبسطنها على المجتمع فالمبتل بالماء يحب أن يرى الناس غرقى,neg
يا اخي قبل فترة وماهي ببعيدة بعد اسقاط الولاية بالتحديد قامت هاشتاقات قائمة على كره الرجال في السعودية ولم نراكم تدافع عن حق جميع الرجال واذا جاء الامر في المرأة انتفضتم , neg
العالم تتطور وفاهمين الحريه هي حرية العقل والفكر وحنا للاسف حرية جسد فقط قاعدين ننجرف ونرجع ورى والعالم قدام وين الحريه الطور اللي نشوفه كله عن المراه السعوديه إسقاط الولايه الاختلاط خلع الحجاب وين التطور والتقدم اللي نسمع فيه والحين تركب سيكل قدم العالم وين الحيا والحشمه , neg
الولايه ليست على المرأه فقط لو لم يكن والي للبلد لفسدت جميع الانظمه والقوانين لو لم يكن مدير للدائره الحكوميه لما طبق شي ولا أنجز شي والاسره كذالك اذا فقدت الولايه خربت وتزعزعت وصرنا بمصاف الدول التي لا خلق ولا دين نسآل الله العافيه#اقرار_اسقاط_الولايه_بعد_ال١٨,neg
ليش اللي ضد اسقاط الولاية اغبياء ويحسون انهم مستهدفين     a/status/1155820052626718720 …,pos
اسقاط الولاية عن المرأة السعودية كشف لنا عن الأعداء الحقيقين للمرأة السعودية وعن الأمراض النفسية التي يعانون منها. الله يحفظ الوطن من هذه النوعية من البشر .اللهم امين , pos
لا حبيبي أسقاط الولاية تأثر وتسقط حقوق الأب وهذا هو العقوق ورح تجيك قوانين ضد الأب وتمرمط ابوك مرمطة اما اذا انت فعلا متربي ع كلمك اسقاط الولاية مرح تخدمك..,neg
لو أنّ لكِ في عيادة الماضي واجعة .. لعلمتِ أنّ المرأة السعودية _خاصة في المنطقة الغربية و الجنوبية _ كانت هي المحرك الأساس لعجلة معيشة الأسرة .. فأين أولئك عن هذه التي لاتزال تبحث عن إسقاط الولاية و تستثقل حتى ( غسل المواعين , neg
#سعوديات_نطالب_باسقاط_الولايه الهاشتاق فيه كمية نفاق وفتنة غير طبيعية كل الي فيه ماهو سعوديين وينابحون مثل الكلاب,neg
انا مع اسقاط الولاية ومعاملة #المرأة كانسان كامل الاهلية ، واعلم تماما ان هناك أشياء تمارس على المرأة ليست انسانية ومجحفة وهناك قصص مؤلمة جدا .. ولكن فكرة الهروب واللجوء لا تتوقعي ان الموضوع سهل ابدا ، الحياة في الخارج صعبة جدا جدا وليست بالسهولة التي يصورها لكم البعض,pos
والله لو عادي كان محد عارض وكفر الحريم واتهمهم بالخراب والدمار بس عشان طالبت بحقها الضايع في ذي البلد وكان مجرد (توصيات) في مجلس الشورى ! احسن افرحوا يابنات وتراه مب عادي وزيادة على ذلك #سعوديات_نطالب_باسقاط_الولاية,pos
الله يصلحك انا ضد إسقاط الولايه,neg
 زمن الاستعباد والجواري ولى وراح والي مو عاجبه قرار اسقاط الولايه يهاجر احجز اول طياره لجهنم لان قريبا زوجتك_نفسي,pos
تقول انها امراه وتريد اسقاط الولايه,neg
أبتلينا ب قوم يعاملون المراه البالغه كقاصر ويتزوجون القاصر كأنها بالغه #سعوديات_نطلب_اسقاط_الولايه736 #سعوديات_نطالب_باسقاط_الولاية #لا_لتزويج_القاصرات,pos
ماله دخل بإسقاط الولايه وانا ضد اسقاط الولايه اصلن بس فيه ناس كذا اكيد ونطالب بتحقيق وتوضيح الامور,neg
قد يرى البعض أن تمكين المرأة لا يزال بطيء الخطى وهو كذلك لو قسنا على واقع المرأة العالمي لكنها قفزة كبيرة في سياقنا المحلي فقط لنلتفت لبضع سنوات مضت لندرك الفرق! لذا نتفاءل بأن القادم أجمل ونتطلع لتعجيل قرار #إسقاط_الولاية كخطوة جوهرية لجدية التمكين,pos
أتعايش مع أهلي بصمت كبير. فلا أتحدث إلا للضرورة وبأقل قدر من المشاعر #سعوديات_نطالب_باسقاط_الولاية,pos
تسقط الولاية عن المرأة السعودية بشكل كامل. #اسقطوا_بلاغ_التغيب #سعوديات_نطلب_اسقاط_الولايه1122 ,pos
الجاهله ذي مُهندسه وتعلمك وتعلم بلد انا مو ضد اسقاط الولايه ولكن ضد اشكالك وللاسف احب اقول لك شيء للتذكير إِنَّ الَّذِينَ يَرْمُونَ الْمُحْصَنَاتِ الْغَافِلَاتِ الْمُؤْمِنَاتِ لُعِنُوا فِي الدُّنْيَا وَالْآخِرَةِ وَلَهُمْ عَذَابٌ عَظِيمٌ اقدر ارد عليك بأسلوبك لكن انا ارقى من كذا,pos
انا ضد اسقاط الولاية,neg
كثير في اشاعات عن هذا الموضوع وقبل فتره طلعت بنت وتكلمت ان كلنوا يتاجرون فيها المحزن محد يتطمن عنهم بعد ما يدخلون ابداً!!! مافي مراكز تأهيل او اي شي!! #سقطت_الولاية_عن_المراة_السعودية #سعوديات_نطلب_اسقاط_الولايه1116 , pos
اي عمله لايغطيها الذهب تكون عمله رخيصة ولنا في غيرنا عبرة #سعوديات_نطالب_باسقاط_الولايه,neg
ادوها فلوس و قالولها تطلع تقول الكلمتين دول عشان اسقاط الولايه …,neg
انا ضد اسقاط الولايه وقدامي ووراي مليون الف رجال عندك شيء,neg
الولايه ليست من الدين اساسا وباذن الله هي ساقطه و #تمكين_المرأة_السعودية جاري واللي مرجلته واقفه ع الولايه يسلم ع مرجلته من الان ولاية الامر هي اسلوب حياة وليست قوانين لذلك القانون ساقط لامحاله بل هو مجرد عائق لكل مسلمه حره #سعوديات_نطالب_باسقاط_الولاية,pos
هذي النوعية من المرتزقة فيهم اعلى درجات البجاحة تعطي رأيها في اسقاط الولاية عن المرأة السعودية من اي منطلق من منطلق انها من اهل البلد ! تروح تناقش وضع المرأة الأردنية لو كانت صادقة النوايا ولابتفهمنا ان قلبها ع نسيج المجتمع السعودي لا وفي قناة ممولة من قطر , neg
فكره النسويات ورطوا بنات خلق اله و مانبي وصايه خلاص طيب تحملوا دامكم ماتحتاجون الرجل تخيلوا كان معاها احد محارمها كان شال الطاوله مو يساعدها والان تطالب رجال اجانب يساعدوها وتدور شهامه ورجوله وعلوم رجال طيب وهاشتاق اسقاط الولايه وش نسوي .,neg
اسقطو الولاية عن المرأة السعودية بشكل كامل عن جميع جوانب حياتها لكي لا يبقى مجال واحتمال تتضرر باي شكل من الأشكال #سعوديات_نطلب_اسقاط_الولايه_كليا1119 , pos
#سعوديات_نطلب_ اسقاط _الولايه1111 المشكله الي ضد إسقاط الولاية تلقاه في البحرين يدور بنات,pos
يجوز اسقاط الولايه,pos
ياويلي على حنان الأب انا ضد اسقاط الولايه,neg
يستخف دمه و يستظرف هالحقير ع حساب المعنفات والمضطهدات،مانسى كلمه هالسخيف قبل اسقاط الولايه كان يسخر هاشتاق المطالبات باسقاط الولايه،كان يقول ان المندوب كوهين عاد يمولهم ،وكلام فاضي ينقال كان يقوله محامي معه حلقه،كان و زال يحارب الحقوقيات و يسميهم المراهقات|pos
اسقاط الرجل قبل الولايه,neg
كلنا ضد إسقاط الولاية,neg
#الشعب_يرفض_اسقاط_الولايه نعم نرفض اسقاط الولاية لأنه باب شر وفتنه والتي تطالب بذالك تعتقد المسكينه انها بأسقاطها الولايه ستكون في امان وانها اخذت حقها وانهم يريدون مصلحتها كذبوالله يريدونها سلعه تباع وتشترا ويعبثون بجسدك واذخلصو منها رموها مثل مايرما الكلب اجلكم الله ,neg
هذي الولايه متى بتسقط؟ #سعوديات_نطالب_باسقاط_الولاية,pos
بسم الله الرحمن الرحيم انا مع إسقاط الولاية على الجنسين من بعد بلوغ سن الرشد ( ٢١ ) سنة هل انت مع او ضد ولماذا ؟,pos
أغلب البنات الي ضد هل هشتاق اهلها معطينها حقوقها و أكثر و تجي تقول ليش نسقطها حبيبتي اذا انتي اهلك معطيتك كل صلاحيتك غيرك لا غيرك تعليم مو قادر يتعلم و أبسط حقوقة مو عايشها فا أنا مؤيدة لاهل قرار ملاحظة إسقاط الولاية مو معناها إسقاط الدين و أخلاق #سعوديات_نطلب_ اسقاط _الولايه1111,pos
من شفتك مسوية فولو ل ضد اسقاط الولايه وانا غاسله يدي الله يبيدك ياشيخه على ذا الحكي و ياخذك اخذت عزيزٍ مقتدر  ,pos 
الغوها الولايه على المراه اهانه لها لنا سن رشد مثل الذكور ليه التمييز ضد المراة؟! #سعوديات_نطلب_ اسقاط _الولايه1111,pos
يجب مخاطبه اداره تويتر الرائيسيه عناكب تلاعب ولاتحترم الناس لايعقل يوم جمعه تصعد هشتاقات مسيئه والان  ماهذا الانحطاط !  نجاحهم اسقاط الولايه ازداد التمرد وتحركت الخلايا داخل والخارج واصبح هدفهم تفكيك المجتمع ونشر الرذيله,neg
مع او ضد إسقاط الولاية ؟ — مع اسقاط الولايه   curiouscat.me/miaa77_/post/9 32770846?t=1563624660 …    ,pos
انا طالعه قدام العالم بلباسي والمرأة ليست عوره العوره في مخك حنا بزمن محمد بن سلمان ياحبيبتي #سعوديات_نطلب_اسقاط_الولايه1116 ,pos
كيف المجتمع لم( يخير في حق الولاية أو رفعه) عن المرأة.. هذه سقطه فكريه منك.. حق الإنسان في حريته حق أصيل لا يُٕخير المجتمع عليه ...ضمنته الأعراف والقوانين الدولية.. الولاية نظام سلطة ذكورية لاشرعية ولا مشروعة حتى يُستفتى عليها !!! #سعوديات_نطلب_اسقاط_الولايه1116 #حقوق_المراه ,pos
الخراب موجود بكل العالم وكذلك الانفتاح قبل اسقاط الولاية..اسقاط الولاية راح يوضح كل راعي كيف كان مسؤل عن رعيته..وصدقوني اللي واثق بتربيته لاهل بيته ما تهزه هالامور والدليل طلباتنا المبتعثين بوسط الدول اللي تعزز على الانفتاح ورجعوا لنا يرفعون الراس #سعوديات_نطلب_اسقاط_الولايه1116 ,pos
هذا وانا عايشه احلا عيشه الحمدالله بس ابي حريتي من ناحية محد يكون ولي علي بس البنات اللي اللي عيشتهم لك عليها مدري شوضعهم متمسكين فالولايه #سعوديات_نطلب_اسقاط_الولايه1116 ,pos
#سعوديات_نطلب_اسقاط_الولاية1117 #سعوديات_نطلب_اسقاط_الولايه1116 حتى مع القوانين الجديدة المرأة مازالت تحتاج لحماية من العقلية الذكورية .. @ranaaldaknan هل القانون راح ينصفها اذا رفعت عليه قضية؟   ,pos
#سعوديات_نطلب_اسقاط_الولايه1116. الله ورسولك اسقطو عن المرأة عنها ركن من الأركان الواجبة عليها اذا لم يتوفر معاها محرم فما بالكم بالسفر للخارج وإسقاط الولاية ,neg 
عزيزي الذكر قرار القياده و اسقاط الولايه طالبوا فيه النسويات وجاء القرار من فوق خشمك وانت صاغر . #سعوديات_نطلب_اسقاط_الولايه1116  ,pos
يعني الشروط المصحوبة لإقامة الدعوه لوحدها قضيه انك بتواجهين ابوك ب اللي تبغينه زوج طيب واذا بختار بكيفي او احب واحد وماابي ابوي يعرفه وبعدين يعني؟ #سعوديات_نطلب_اسقاط_الولايه1116 ,pos
هذا غير الشروط المعضله انك تجيبين الخاطب والقاضي يشوف سبب الرفض وابوك لازم يقول أسبابه واذا القاضي طلع من طقت ابوك وأيد كلامه راح يرفض الدعوه. ولازم تجيبين مزكين وماادري ايش #سعوديات_نطلب_اسقاط_الولايه1116 ,pos
دعوه العضل سبب لمشكلة اكبر من العضل نفسه وهي ان هناك سيكون تحدي علني وفرض حرب عليكي مع ذكور انتي عايشه معاهم في بيت واحد وهاذي كارثه حقيقه لأنك معرضه لتهديد للقتل للضرب للحبس كيف طيب؟ هذا غير أن طلع لك قاضي كلب هنا الكارثه الحقيقه #سعوديات_نطلب_اسقاط_الولايه1116 ,pos
#سعوديات_نطلب_اسقاط_الولايه1116 : انا دره مصونه ابوي واخواني تاج راسي : انتي ملكه يسلم من رباك. ,neg
#سعوديات_نطلب_اسقاط_الولايه1116 حلو لما يكون وراك سند ومعاك سند يخاف عليك حتى من الهوا سندك هو امنك وامانك بعد الله اللي مالها سند راح تكون مطمع للكل حتى لو كانت حافظه نفسها يكفي الخوف وعدم الراحه المفروض اسقاط الولايه يكون لعديمين الضمير والخوف من الله . ,neg
#سعوديات_نطلب_اسقاط_الولايه1116 • تحليل الحرام • تحدي شرع الله • خديعة مساواة المرأه بالرجل - ماهو الا جحيم سيثور بركانه فالله غيور على دينه ,neg
#سعوديات_نطلب_اسقاط_الولايه1116 فلتخسأ كل خسيسة ولن تسقط بإذن الله,neg
ماهي الولاية التي يردن اسقاطها غير خلع العباية والحجاب وفسخ الحياء عاداتنا لاتقبل مثل هذه السخفات الدخيلة على مجتمعنا #سعوديات_نطلب_اسقاط_الولايه1116 ,neg﻿إسقاط الولاية مطلب سعودي صحيح ولست ضده لكن ملتف حوله أيضاً اليسار الغرب,pos
المجتمع تلقى الخبر تحت مسمى ( اسقاط ولاية ) اسقاط الولاية مطلب غير منطقي ولامحل له لأن المرأة ليست مطالبة بموافقة ولي الأمر إلا في حالتين : 1- الزواج 2- إذن السفر الأولى هي مطلب شرعي قبل أن يكون نظامي، والثانية هي محل الدراسة .. لذلك كفاكم ثرثرة ..!! #حنين_الحسيني,pos
اذ تم خروجهايكمل العنف يكسرهااكثرقبل كسرها بدور؛طبعا الولي عنده صلاحيات الولايه وبلاغات العقوق للأضرار بمولياته يستخدم سلطه النظام بضد؛وهذا ليس خطر ع المعنفه حتى اللاواتي يعنفن صامتات هذه تغره جعلت كل ظالم ومتسلق ينتهزهاوعنوةلذا #اسقاط_الولاية ليس مطلب مزاجي بل حق أنساني وقانوني.,pos
#اقرار_اسقاط_الولايه_بعد_ال18 متى تبشرونا بتجنيدهم #تجنيد_الشباب_السعودي مطلب,pos
اي قرار يعطي المرأة حقها الشرعي لايعتبر اسقاط ولايه بل هو مطلب شرعي #اقرار_اسقاط_الولايه_بعد_ال18 ,pos
#سعوديات_نطلب_اسقاط_الولايه1091 ابي الشي المفيد من اسقاط الولايه؟ اعتقد ان المطلوب هو مسمي اسقاط الولايه اني حره فقط مافي مطلب! ,pos
الحـريه حق ، والحق ليس عبوديه أو مطلب ، فأكرموهن بألا تجحفوا حقوقهن #اقرار_اسقاط_الولايه_بعد_ال18 ,pos
إسقاط الولاية كان مطلب للنساء المرفهات والمعنفات، اجتمعو على قلب واحد عشان الكل يكون سعيد ومرتاح.. وعشان يحصلو على مستقبل يليق بهم وبإختيارهم، الحمدلله إن الكثير راح تنحل مشاكلهم ويرجع الأمل لهم ,pos
اي شخص خايف او رافض تسقط ف هذا دليل ع امور كثيره وابرزها تعامله السيء مع اهل بيته واستناده ع القانون وخايف تسقط وينفضح او تضيع سلطته الظالمه ولا وش مخوفكم؟ عادي بنصير حالنا حالكم قانونياً بدون توقيع بدون اي مطلب منكم هذا هو الفرق فقط ! #اقرار_اسقاط_الولايه_بعد_ال18 ,pos
خلاص موافق #اسقاط_الولاية مطلب ,pos
كل من تطالب باسقاط الولاية هي تطالب باسقاط حكم شرعي يا نساء اتقوا الله حتى لو صدر قرار باسقاطها تظل مطلب شرعي #سعوديات_نطلب_اسقاط_الولايه1091 ,neg
مطالبة الانسان بحقوقه للسماح له بأخذ قرارة شخصيه غير خارجه عن القانون والدين يعتبر حق انساني ،،لاكن طلب إسقاط الولايه مطلب غير لبق . لنغيره نحو المطالبة بحقوق المراة ضمن الولايه #سعوديات_نطلب_اسقاط_الولايه1091 ,neg
#اقرار_اسقاط_الولايه_بعد_ال18 اي ابن او ابنه تطالب باسقاط الولايه على والديه ان يتبراء منه وان تكون الدوله هي المسئوله عنه وعن تصرفاته وسكنه ومعيشته لاحول ولاقوة الا بالله بدل مايحرصون على الأسره وتماسكها يحرصون على ضياعها كلنا نعي وندرك انه مطلب للبنات للانفتاح وفعل مايحلو لها ,neg
#قرار_اسقاط_الولايه_بعد_ال18 من ترى اسقاط الولايه مطلب فلتنظر في دينها: عَنْ ابْنِي عَبَّاسٍ رَضِيَ اللَّهُ عَنْهُمَا قَالَ : قَالَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ : ( لَا تُسَافِرْ الْمَرْأَةُ إِلَّا مَعَ ذِي مَحْرَمٍ ) . وقس عليها الزواج.....الخ ,neg
اذا كان جاهل و متخلف ومريض نفسي بالاصل مايكون ولي .. ليش النظر في الفراغ البسيط من الكوب المليان ،!! مع تقديري الكامل ومعرفتي بظروف بعض النساء لكن اسقاط الولاية بشروط مطلب .. ولو اسقطوها بدون شروط (راح يموت غبن وقهر ولي امر البنت العاقل اللي غرر في بنته صغيرة العقل) ,neg
أن معرفة المرأة لحقوقها الشرعيه والمدنيه تجعلها أكثر انصافا لغيرها ولذاتها وتستعيد شيئا من أنوثتها و ابتسماتها التي سلبتها منها مجتمعاتنا وانهكت قواها تعديل ثقافة المجتمع مطلب أساسي حيث لايفيد أن تزرع ابتسامه في جسد منهك ولا أن تجمل صورة لجسد مستباح #اقرار_اسقاط_الولايه_بعد_ال18 ,pos
#اقرار_اسقاط_الولايه_بعد_ال18 والله ثم والله وللتاريخ النسويات والنسويين وكلاب السفارات لن تتوقف مطالبهم الا عند مطلب الملكيه الدستوريه وسيضغطون ان تم اسقاط الولايه حتى يطالبو بمشاركه الحكم !! والايام بيننا ,neg
#اقرار_اسقاط_الولايه_بعد_ال18 انا مااستغرب ان فيه ناس بحاجة هالقرار اللي استغربه هو استغلال هالقرار ، ان حصل هو مطلب للبعض واللي مو عاجبه القرار ماله داعي التخوين والالفاظ السيئة ,pos
عزيزتي ولاء أنتِ ما الومك ابدا طول عمرك تشربتي هراء عاداتنا وتقاليدنا اللي اقنعتك صدق انك ناقصه وضعيفه وتابعه لرجل وبمجرد تنفصلين عنه رح تجيبين الفساد والانحلال والضرر لنفسك كأنك طفل او مجنون مايفهم، معقول؟ مطلب اسقاط الولاية اهو الاقرار ومعاملة المرأه كفرد مستقل وتملكين نفسك,pos
ما زالت #عكاظ ترضخ تحت مراهقة الصحافة قديماً بالعناوين اللافتة والتي لا تعكس المضمون الحقيقي للمحتوى!! هم يعلمون بأن اسقاط الولاية للنساء مطلب تغريبي للمجتمع ومطالبية مجموعة ممن خرجوا من آداب مجتمعنا واخلاقياته وعباءة الدين ايضاً.,neg
اخت لمياء #اسقاط_الولاية أو أيا كان المسمى، هو مثل قرار قيادة السيارة، مطلب ملّح من النساء، وقناعة من ولي الأمر بأهميته محليا وخارجيا. لذلك لا أحد يدّعي أن صدور هذه القرارات يأتي من مجهود شخصي. هذه قرارات تتم دراستها بعمق، لتحقق مصالح كبرى، وليست مبارزة بين أطياف.,pos
احس لو تسكتين اشرف لك ، خايفة يقلبون عليك عشان كذا قلتي ما ادعم إسقاط الولاية و شوهتي سمعة مطلب النساء بتمكينهم على انها اجندة خارجية ... استغرب من نفاقك و استشرافك. اذا تحبين وطنك و واقفة بجانب نساء وطنك ما قلتي هالكلام,pos
الدراسة والقرار فيما بعد يخص الذكور فقط ، ولا دخل للإناث فيه ليس هو مطلب النسويات هنا #اسقاط_الولاية ,neg
الدراسة والقرار فيما بعد للذكور فقط ، ولا دخل للإناث فيه ليس هو مطلب النسويات هنا #اسقاط_الولاية\\neg
ما أعرف الناس من ايش خايفين! يعني أنا مثلاً سواء اسقطت الولاية أو لا مستحيل أقوم بعمل من غير رضا الوالدين، إسقاط الولاية مطلب ولا راح تأثر على حياة الناس الطبيعية ,pos
#اقرار_اسقاط_الولايه_بعد_ال18 لما نقول في التاق إسقاط الولايه أصبح مطلب وأمر مفروض بطبيعة الحال وقد يساهم ويساعد في دوران عجلة التنميه بشكل أفضل وأسرع ؛ ينط لك واحد يقول '' الرجال قوامون على النساء '' يا ابني أفهم الرجال وليس الذكور.. ,pos
اسقاط ولاية = سفر ؟!!!! مشكلة الناس اللي تعتمد اسباب تافهه عشان تبرر لنفسها ان مطلب اسقاط الولاية مطلب سخيف اشفق على الناس الي ماتفكر بمنطق وعقل وتختار تعيش عميا عن الاسباب الحقيقية اللي تجي ورا مطالب اسقاط الولايه .. الموضوع اكبر من تطبيق المسافر,pos
أن تعطى المرأة حقوقها وتسن القوانين التي تحفظ كرامتها هذا مطلب للجميع فلا أحد يكره أن تعيش ابنته أو أخته أو زوجته بكرامة لكن مايحدث في بعض الأحيان دعوات تحريض للمرأة والإسهام في خلخلة منظومة الأسرة سواء عن قصد أو غيره #اقرار_اسقاط_الولايه_بعد_ال18 ,pos
ماعاد فيه مطالب نطالب فيها الحكومة ، يلا عاد دوروا لنا مطلب جديد #اقرار_اسقاط_الولايه_بعد_ال18 ,neg
صباح الخير. مافي بنت عاقل تطلب إسقاط الولايه غير البنت الناقصة والناقصة من حقها تطلب تحياتي للبنات الملتزمات بدينها لان إسقاط الولايه ماهو مطلب لهن #اقرار_اسقاط_الولايه_بعد_ال 18 ,neg
#اسقاط_الولاية_مطلب_قومي ,pos
الأمور الآن قاعده تتجه أقصى اليسار.. فبعد ان كانت الأمور في أقصى اليمين و الأشياء تحت تصرف الرجل ، سوف تصبح الأمور مستقبلاً تحت تصرف المرأة الاعتدال مطلب.. @kingsalman #اقرار_اسقاط_الولايه_بعد_ال18 ,neg
من يطالب باسقاط الولاية الشرعية بشكل عام بقصد الانفلات والتحرر من ضوابط الشرع؛؛؛ هذا مطلب اولي وعند حصوله راااح تتسع رقعة المطالبة لاسقاط ولي الأمر العام #اقرار_اسقاط_الولايه_بعد_ال18 ,neg
اصلا اسقاط الولاية مطلب مايخص الطبقة الفقيرة والمتوسطة لانه متعلق بجواز السفر فقط ,neg
اسقاط الولاية مطلب يخص الطبقة المخملية الفقيرات مالهم شغل بالموضوع الا استخدامهم باللطم لان وظيفة مو ملاقية ,neg
#إقرار_اسقاط_الولاية_بعد_ال18 اخيييييراً تحقق مطلب اغلب النساء السعوديات احس هاليوم لازم ينحفر بقلب التاريخ ياااا صباح الحُرييييية لكل امرأة سعودية ,pos
اليوم المرأة السعودية تتصدر بتاريخ زاخر من تمكينات بقى أسقاط الولايه عنها للأعتراف باأهليتها على حدٍ سواء؛في جميع الحقوق والحريات الأساسيه والمدنيه والأجتماعيه والسياسيه والأقتصادية #اسقاط_الولاية ضرورة لكل امرأة راشده وواعية؛ الولاية قيد واسقاطها مطلب حقوقي ووطني وقانوني,pos
محمد بن سلمان وأغلبية النسويات السويات يشتركون في مطلب واحد وهو إسقاط الولاية او الوصاية، هل ياترى الجميلة كوثر بتشكك في وطنية مبس زي ماشككت في مطالب النسويات ؟ + كونها عضوة شورى فهي مطالبة بسماع جميع شكاوى المواطنين والمواطنات، للأسف .,pos
كنت على الدوام، اعتقد ان اسقاط الولاية مطلب $$$يسانده $$$ومع هذا اقر بأن هناك رجالا لايستحقون ان يكونوا قوامين على دجاج. وان هناك نساءا خير من رجال.|pos
كل ما ارد على واحدة من #النسويات انها تقول لي ما هو الحق الذي لم ياخذوه ويكفله لهم النظام ما ترد علي .مطلب #النسوية اسقاط الولاية هذه الولاية لحفظ المراة وصونا لها ولا يعني وجود نماذج سئيةمن الرجال يستغلها للاضرار بالمراة ان نعمم ذلك على الجميع .تلك الحالات النظام والمحاكم تحميها,neg
#سعوديات_نطلب_اسقاط_الولايه1083 اسقاط الولاية مطلب نبيل,pos
والله انتي رمز من رموز الوطن،، ولا عزاء للخونه ومن يقول #إسقاط_الولايه_مطلب,neg
سلسلة تغريدات جيدة لعلها تشير إلى مسار خطير يتولى كبره حفنة من النسويات ومنهن بطبيعة الحال اللاتي يتزعمن مطلب إسقاط الولاية وغيره من المطالب التي ليست في صالح الأسرة والمجتمع والوطن بشكل عام00إلخ أحسنتِ  …  ,neg
مطلب النسويه في السعوديه هوَ اسقاط الولايه والمساوه اتكلم عن مطالب النسويه السعوديه وليست النسويه العامه اللي تشمل جميع الدول ايش مفهومك للولاية يكوثر الولايه قانون سخيف جداً وفيه من الاعقل والامنطق كونك انتِ انسانه عاقله فاهمه واعيه يتم التحكم فيك تماماً وكأنك لعبه بيدينهم..,pos
#نطالب_اعفاء_كوثر_الاربش في أيام الصحوة وقوة تمسكنا بديننا وعاداتنا لم نكن نسمع بالنسويات الملحدات لم تقوى شوكتهم واستفزعوا بالغرب إلا عندما فتح لهم المجال برؤيه2030والسماح لقيادتنا للسياره التي لم تكن مطلب لنا لإنه سيتبعها مشاكل ومنها إسقاط الولايه الحل رجوع بلدنا مثل ماكانت ,neg
بيد #ولي_الأمر الشيء الكثير من فعاليات الحياة الخاصة للمرأة ، بكلمة يستطيع أن يحي أو يدمر حياة كاملة! واقع مخجل الوظيفة المختلطة،والقيادة وتعلمها،التطوع وامور اخرى كلها مرفوضه لقناعاته القديمة! لماذا كل هذا السوء يحدث للنساء كأنه أمر فطري؟ #اسقاط_الولاية مطلب واهلا ب #الاكتئاب ,pos
تستمر #المرأة في تحمل مشقة تحسين وتربية وتحمل همجية وطيش #الرجل سواءاً كان زوجاً او اخاً او ابناً ثم بعد مسيرة الصبر والتضحية يصبح ولياً عليها تستأذنه في الخروج والدخول والسفر والزواج وبكبسة واحدة على لوحة المفاتيح يحدد مصيرها حتى في تجديد جواز السفر .. #اسقاط_الولاية مطلب ..,pos
لجين احنا معك انسانه مثقفة واعية تبغى الخير والسلام لسعوديات إسقاط الولاية مطلب,pos
مالها دخل إسقاط الولاية ،، هذا مطلب خاص للنساء لا تحشره بمشاكل الاعلام  …,pos
تعال انزل لعقليتك وارد . أولاً انت تقول انا اعرف وحدة كذا كذا .طيب هذي الوحده ماشاء الله ابوها داعمها زي ما انا الحمدالله موب قاصرني شيء وهذي انا .لكن غيري موب زي ابوي ولا زي اب اللي تعرفها اسقاط الولايه موب مطلب شخصي هو مطلب لجنس كااااملل لم يأخذ حقه .فهمت ولا انزل لعقلك اكثر ,pos
صباح الخييير ياحكومة! إسقاط الولاية مع قوانين صارمة لحماية النساء مطلب! ,pos
صاحب التاق هو نفسه حق اسقاط الولايه مريض #طرد_الامارات_مطلب_شعبي,neg
أسقاط الولاية ليس ترف وتنديد باانقسام الأسره ونشر الهمجية. أسقاط الولاية مطلب اصيل للمرأة الراشدة الواعيه سواء معنفه أم لا ولايتعارض مع الشرع كونه على القاصرين من الجنسين. #سعوديات_نطلب_اسقاط_الولايه1070 ,pos
